budget,homepage,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,vote_average,vote_count,movie_type,production_house,country,country _code
150000000,http://www.kungfupanda.com/,49444,en,Kung Fu Panda 2,51.247321,25-May-11,665692281,91,Released,Prepare for the Year of Awesomeness!,6.7,1880,"Animation, Family",DreamWorks Animation,United States of America,US
150000000,http://www.jurassicworld.com/,135397,en,Jurassic World,418.708552,09-Jun-15,1513528810,124,Released,The park is open.,6.5,8662,"Action, Adventure, Science Fiction, Thriller",Universal Studios,United States of America,US
150000000,http://www.benjaminbutton.com/,4922,en,The Curious Case of Benjamin Button,60.269279,24-Nov-08,333932083,166,Released,"Life isn't measured in minutes, but in moments.",7.3,3292,"Fantasy, Drama, Thriller, Mystery, Romance",Paramount Pictures,United States of America,US
150000000,http://www.beemovie.com/,5559,en,Bee Movie,29.332905,28-Oct-07,287594577,91,Released,Born to bee wild.,5.7,1171,"Family, Animation, Adventure, Comedy",Pacific Data Images (PDI),United States of America,US
150000000,http://thor.marvel.com/,10195,en,Thor,86.493424,21-Apr-11,449326618,115,Released,Two worlds. One hero.,6.6,6525,"Adventure, Fantasy, Action",Marvel Studios,United States of America,US
150000000,http://movies.disney.com/frozen,109445,en,Frozen,165.125366,27-Nov-13,1274219009,102,Released,Only the act of true love will thaw a frozen heart.,7.3,5295,"Animation, Adventure, Family",Walt Disney Pictures,United States of America,US
150000000,http://movies.disney.com/chicken-little,9982,en,Chicken Little,47.973995,04-Nov-05,314432665,81,Released,"When it comes to saving the world, it helps to be a little chicken.",5.6,944,"Animation, Family, Comedy",Walt Disney Pictures,United States of America,US
150000000,http://movies.disney.com/bolt,13053,en,Bolt,41.845878,21-Nov-08,309979994,98,Released,Fully Awesome. Ridonculous. Let It Begin.,6.3,1750,"Animation, Family, Adventure, Comedy",Walt Disney Animation Studios,United States of America,US
150000000,http://iamlegend.warnerbros.com/,6479,en,I Am Legend,70.867401,14-Dec-07,585349010,101,Released,The last man on Earth is not alone,6.9,4853,"Drama, Horror, Action, Thriller, Science Fiction",Village Roadshow Pictures,United States of America,US
150000000,http://disney.go.com/disneypictures/sorcerersapprentice/,27022,en,The Sorcerer's Apprentice,35.580815,13-Jul-10,215283742,109,Released,It's The Coolest Job Ever.,5.8,1470,"Fantasy, Adventure, Action, Comedy, Drama",Walt Disney Pictures,United States of America,US
150000000,http://disney.go.com/disneypictures/ratatouille/,2062,en,Ratatouille,65.677399,22-Jun-07,623722818,111,Released,He's dying to become a chef.,7.5,4369,"Animation, Comedy, Family, Fantasy",Walt Disney Pictures,United States of America,US
150000000,http://disney.go.com/disneypictures/princeofpersia,9543,en,Prince of Persia: The Sands of Time,62.169881,19-May-10,335154643,116,Released,Defy the Future,6.2,2317,"Adventure, Fantasy, Action, Romance",Walt Disney Pictures,United States of America,US
150000000,http://disney.go.com/disneypictures/marsneedsmoms/#home,50321,en,Mars Needs Moms,12.362599,09-Mar-11,38992758,88,Released,Mom needs a little space.,5.5,199,"Adventure, Animation, Family",Walt Disney Animation Studios,United States of America,US
150000000,http://disney.go.com/disneypictures/gforce/,19585,en,G-Force,26.710398,21-Jul-09,292817841,88,Released,The world needs bigger heroes,5.1,510,"Fantasy, Action, Adventure, Family, Comedy",Walt Disney Pictures,United States of America,US
150000000,http://www.masterandcommanderthefarsideoftheworld.com/,8619,en,Master and Commander: The Far Side of the World,36.973031,14-Nov-03,212011111,138,Released,The courage to do the impossible lies in the hearts of men.,6.9,790,Adventure,Universal Pictures,United States of America,US
150000000,http://www.thewolfmanmovie.com/,7978,en,The Wolfman,21.214571,11-Feb-10,0,102,Released,When the moon is full the legend comes to life,5.5,549,"Drama, Horror, Thriller",Universal Pictures,United States of America,US
149000000,http://www.dreamworksanimation.com/flushed/,11619,en,Flushed Away,22.550135,22-Oct-06,64459316,85,Released,Someone's Going Down,6,874,"Adventure, Animation, Comedy, Family",Aardman Animations,United Kingdom,GB
145000000,,80321,en,Madagascar 3: Europe's Most Wanted,44.989192,06-Jun-12,746921274,93,Released,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",6.4,1808,"Animation, Family",DreamWorks Animation,United States of America,US
145000000,,82703,en,Mr. Peabody & Sherman,38.73494,07-Feb-14,272912430,92,Released,He's Leaving His Mark On History,6.7,843,"Animation, Adventure, Family",Pacific Data Images (PDI),United States of America,US
145000000,,10733,en,The Alamo,10.660441,07-Apr-04,25819961,137,Released,You will never forget,5.8,106,"Western, History, War",Imagine Entertainment,United States of America,US
145000000,http://www.themummy.com/,1735,en,The Mummy: Tomb of the Dragon Emperor,60.034162,01-Jul-08,401128639,112,Released,A New Evil Awakens.,5.2,1387,"Adventure, Action, Fantasy",Universal Pictures,Germany,DE
145000000,http://www.missionimpossible.com/,56292,en,Mission: Impossible - Ghost Protocol,77.77477,07-Dec-11,694713380,133,Released,No Plan. No Backup. No Choice.,6.8,3972,"Action, Thriller, Adventure",Paramount Pictures,Czech Republic,CZ
145000000,http://www.kungfupanda.com/,140300,en,Kung Fu Panda 3,56.747978,23-Jan-16,521170825,95,Released,Grab destiny by the rice dumplings.,6.7,1603,"Action, Adventure, Animation, Comedy, Family",Twentieth Century Fox Film Corporation,China,CN
145000000,http://www.riseoftheguardians.com/,81188,en,Rise of the Guardians,61.788035,21-Nov-12,306941670,97,Released,You better believe.,7.1,1922,"Fantasy, Animation, Family",DreamWorks Animation,United States of America,US
145000000,http://www.howtotrainyourdragon.com/,82702,en,How to Train Your Dragon 2,100.21391,12-Jun-14,609123048,102,Released,The training is over.,7.6,3106,"Fantasy, Action, Adventure, Animation, Comedy, Family",DreamWorks Animation,United States of America,US
144000000,http://www.ghostbusters.com/,43074,en,Ghostbusters,66.21806,14-Jul-16,229147509,116,Released,Who You Gonna Call?,5.3,2142,"Action, Fantasy, Comedy",Columbia Pictures,United States of America,US
140000000,,5174,en,Rush Hour 3,22.57178,08-Aug-07,258022233,91,Released,The Rush Is On!,6.1,783,"Action, Comedy, Crime, Thriller",New Line Cinema,United States of America,US
140000000,,95,en,Armageddon,58.485967,01-Jul-98,553799566,151,Released,The Earth's Darkest Day Will Be Man's Finest Hour,6.4,2482,"Action, Thriller, Science Fiction, Adventure",Jerry Bruckheimer Films,United States of America,US
140000000,,944,en,Lethal Weapon 4,24.855701,10-Jul-98,285444603,127,Released,The faces you love. The action you expect.,6.3,767,"Action, Adventure, Comedy, Crime, Thriller",Silver Pictures,United States of America,US
140000000,,9016,en,Treasure Planet,38.924136,26-Nov-02,109578115,95,Released,Find your place in the universe.,7.2,948,"Adventure, Animation, Family, Fantasy, Science Fiction",Walt Disney Pictures,United States of America,US
140000000,,676,en,Pearl Harbor,34.20669,21-May-01,449220945,183,Released,It takes a moment to change history. It takes love to change lives.,6.6,1791,"History, Romance, War",Jerry Bruckheimer Films,United States of America,US
140000000,,205584,en,Gods of Egypt,56.257249,25-Feb-16,150680864,127,Released,The battle for eternity begins,5.3,1277,Fantasy,Summit Entertainment,Australia,AU
140000000,,616,en,The Last Samurai,52.341226,05-Dec-03,456758981,154,Released,"In the face of an enemy, in the heart of one man, lies the soul of a warrior.",7.3,1895,"Drama, Action, War, History",Cruise/Wagner Productions,Japan,JP
140000000,http://www.exodusgodsandkings.com/,147441,en,Exodus: Gods and Kings,101.599427,03-Dec-14,268031828,150,Released,"Once brothers, now enemies.",5.6,1921,"Adventure, Drama, Action",Scott Free Productions,Spain,ES
140000000,http://movies.disney.com/the-bfg,267935,en,The BFG,44.19092,01-Jun-16,183345589,120,Released,The world is more giant than you can imagine.,6,1000,"Adventure, Family, Fantasy",Walt Disney Pictures,India,IN
140000000,http://www.mgm.com/view/movie/232/Die-Another-Day/,36669,en,Die Another Day,54.159392,17-Nov-02,431971116,133,Released,He’s never been cooler.,5.8,1092,"Adventure, Action, Thriller",Eon Productions,United Kingdom,GB
140000000,http://www.sonypictures.com/homevideo/meninblackii/,608,en,Men in Black II,91.332849,03-Jul-02,441818803,88,Released,Same Planet. New Scum.,6,3114,"Action, Adventure, Comedy, Science Fiction",Columbia Pictures,United States of America,US
140000000,http://www.ironmanmovie.com/,1726,en,Iron Man,120.725053,30-Apr-08,585174222,126,Released,Heroes aren't born. They're built.,7.4,8776,"Action, Science Fiction, Adventure",Marvel Studios,United States of America,US
140000000,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,22,en,Pirates of the Caribbean: The Curse of the Black Pearl,271.972889,09-Jul-03,655011224,143,Released,Prepare to be blown out of the water.,7.5,6985,"Adventure, Fantasy, Action",Walt Disney Pictures,United States of America,US
140000000,http://captainamerica.marvel.com/,1771,en,Captain America: The First Avenger,74.506246,22-Jul-11,370569774,124,Released,When patriots become heroes,6.6,7047,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,US
139000000,http://www.sonypictures.com/movies/spider-man/,557,en,Spider-Man,82.502566,01-May-02,821708551,121,Released,With great power comes great responsibility.,6.8,5265,"Fantasy, Action",Columbia Pictures,United States of America,US
137000000,,1927,en,Hulk,34.981698,19-Jun-03,245360480,138,Released,Unleash the hero within,5.3,1533,"Drama, Action, Science Fiction",Universal Pictures,United States of America,US
137000000,,2114,en,Final Fantasy: The Spirits Within,26.074908,02-Jul-01,85131830,106,Released,Unleash a new reality,5.9,433,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",Columbia Pictures,Japan,JP
135000000,,10048,en,Stealth,17.88953,28-Jul-05,76932943,121,Released,Fear The Sky,4.9,331,Action,Laura Ziskin Productions,United States of America,US
135000000,http://www.teenagemutantninjaturtlesmovie.com/,308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,01-Jun-16,245623848,112,Released,Raise some shell.,5.8,963,"Fantasy, Action, Adventure, Comedy",Paramount Pictures,China,CN
135000000,http://www.foxmovies.com/movies/the-revenant,281957,en,The Revenant,100.635882,25-Dec-15,532950503,156,Released,"(n. One who has returned, as if from the dead.)",7.3,6396,"Western, Drama, Adventure, Thriller",Regency Enterprises,Canada,CA
135000000,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/,36643,en,The World Is Not Enough,39.604363,08-Nov-99,361832400,128,Released,As the countdown begins for the new millennium there is still one number you can always count on.,6,862,"Adventure, Action, Thriller",Eon Productions,United Kingdom,GB
135000000,http://www.turbomovie.com/,77950,en,Turbo,44.765377,11-Jul-13,282570682,96,Released,SLO NO MO,6.1,1074,"Animation, Family",DreamWorks Animation,United States of America,US
135000000,http://www.thecroodsmovie.com/,49519,en,The Croods,64.183321,20-Mar-13,585178928,98,Released,Meet the first modern family.,6.8,2399,"Adventure, Animation, Comedy, Family, Fantasy",DreamWorks Animation,United States of America,US
135000000,http://www.rangomovie.com/,44896,en,Rango,29.91353,02-Mar-11,245724603,107,Released,Heroes come in all different colors.,6.6,2051,"Animation, Comedy, Family, Western, Adventure",Paramount Pictures,United States of America,US
135000000,http://www.meettheboov.com/,228161,en,Home,63.473086,18-Mar-15,368871007,94,Released,Worlds Collide,6.8,1519,"Fantasy, Comedy, Animation, Science Fiction, Family",Twentieth Century Fox Film Corporation,United States of America,US
133000000,,10137,en,Stuart Little,30.475297,17-Dec-99,300135367,84,Released,The Little Family Just Got Bigger,5.8,959,"Animation, Fantasy, Family, Comedy",Columbia Pictures Corporation,Germany,DE
132000000,,270946,en,Penguins of Madagascar,84.366984,22-Nov-14,373552094,92,Released,The Movie Event That Will Blow Their Cover,6.5,1346,"Family, Animation, Adventure, Comedy",DreamWorks Animation,United States of America,US
132000000,,74,en,War of the Worlds,48.572726,28-Jun-05,591739379,116,Released,They're already here.,6.2,2322,"Adventure, Thriller, Science Fiction",Paramount Pictures,United States of America,US
130000000,,82700,en,After Earth,42.840582,30-May-13,243843127,100,Released,"Danger is real, fear is a choice",5,2532,"Science Fiction, Action, Adventure",Columbia Pictures,United States of America,US
130000000,,417859,en,Puss in Boots,20.678787,28-Oct-11,554987477,90,Released,Live for danger. Fight for justice. Pray for mercy.,6.4,451,"Action, Adventure, Animation, Family, Fantasy",DreamWorks,United States of America,US
130000000,,8961,en,Bad Boys II,38.068736,18-Jul-03,273339556,147,Released,"If you can't stand the heat, get out of Miami.",6.3,1564,"Adventure, Action, Comedy, Thriller, Crime",Columbia Pictures Corporation,United States of America,US
130000000,,673,en,Harry Potter and the Prisoner of Azkaban,79.679601,31-May-04,789804554,141,Released,Something wicked this way comes.,7.7,5877,"Adventure, Fantasy, Family",1492 Pictures,United Kingdom,GB
130000000,,1979,en,4: Rise of the Silver Surfer,60.810723,13-Jun-07,289047763,92,Released,Discover the secret of the Surfer.,5.4,2589,"Adventure, Fantasy, Action, Thriller",Ingenious Film Partners,Germany,DE
130000000,,7364,en,Sahara,21.605568,06-Apr-05,119269486,124,Released,Dirk Pitt. Adventure has a new name.,5.7,434,"Action, Adventure, Comedy, Drama, Mystery",Paramount Pictures,Germany,DE
130000000,,76649,en,Pompeii,50.561849,18-Feb-14,117831631,105,Released,No warning. No escape.,5.2,1267,"Action, Adventure, History, Romance, Drama",Impact Pictures,Canada,CA
130000000,,6972,en,Australia,28.840997,18-Nov-08,49554002,165,Released,Welcome to Australia!,6.3,694,Drama,Bazmark Films,Australia,AU
130000000,http://www.us.movie.tintin.com/,17578,en,The Adventures of Tintin,89.938296,25-Oct-11,371940071,107,Released,"This year, discover how far adventure will take you.",6.7,2061,"Adventure, Animation, Mystery",Paramount Pictures,New Zealand,NZ
130000000,http://www.kingdomofheavendvd.com/,1495,en,Kingdom of Heaven,44.490453,03-May-05,211643158,144,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",6.6,1157,"Drama, Action, Adventure, History, War",Studio Babelsberg,Germany,DE
130000000,http://happyfeettwo.warnerbros.com/index.html,65759,en,Happy Feet Two,17.7735,17-Nov-11,150406466,100,Released,Every step counts.,5.8,373,"Animation, Comedy, Family",Village Roadshow Pictures,Australia,AU
130000000,http://www.projectprometheus.com/,70981,en,Prometheus,68.889395,30-May-12,403170142,124,Released,The Search for Our Beginning Could Lead to Our End.,6.3,5080,"Science Fiction, Adventure, Mystery",Twentieth Century Fox Film Corporation,United Kingdom,GB
130000000,https://www.warnerbros.com/watchmen,13183,en,Watchmen,64.798873,05-Mar-09,185258983,163,Released,Justice is coming to all of us.  No matter what we do.,7,2811,"Action, Mystery, Science Fiction",Paramount Pictures,United States of America,US
130000000,http://www.thehungergames.movie/,101299,en,The Hunger Games: Catching Fire,76.310119,15-Nov-13,847423452,146,Released,Every revolution begins with a spark.,7.4,6495,"Adventure, Action, Science Fiction",Lionsgate,United States of America,US
